Nombre de paciente: Selis, Cesar
ID paciente: 603083
Plan: Lung_PR
Etapa (de tratamiento): C1
Dosis total [cGy]: 5000.0 cGy

Estructura: LungMinusPTV
Volumen [cm³]: 4060
Dosis relativa [%]		 Dosis[cGy]		 Volumen relativo [%]		 Volumen absoluto [cm³]
		0			0			100				4060
		0.1			5			87.1552				3538.5
		0.2			10			63.7352				2587.7
		0.3			15			50.2907				2041.8
		0.4			20			43.0865				1749.3
		0.5			25			38.69				1570.8
		0.6			30			35.6299				1446.6
		0.7			35			33.3859				1355.5
		0.8			40			31.613				1283.5
		0.9			45			30.1899				1225.7
		1			50			29.0088				1177.8
		1.1			55			27.9934				1136.5
		1.2			60			27.108				1100.6
		1.3			65			26.327				1068.9
		1.4			70			25.6263				1040.4
		1.5			75			24.9925				1014.7
		1.6			80			24.4161				991.3
		1.7			85			23.8844				969.7
		1.8			90			23.3855				949.5
		1.9			95			22.9118				930.2
		2			100			22.4597				911.9
		2.1			105			22.0221				894.1
		2.2			110			21.5887				876.5
		2.3			115			21.1486				858.6
		2.4			120			20.6876				839.9
		2.5			125			20.1726				819
		2.6			130			19.6339				797.1
		2.7			135			19.1208				776.3
		2.8			140			18.6406				756.8
		2.9			145			18.1853				738.3
		3			150			17.7468				720.5
		3.1			155			17.3194				703.2
		3.2			160			16.905				686.3
		3.3			165			16.4986				669.8
		3.4			170			16.1132				654.2
		3.5			175			15.7422				639.1
		3.6			180			15.3829				624.5
		3.7			185			15.0401				610.6
		3.8			190			14.714				597.4
		3.9			195			14.4025				584.7
		4			200			14.1046				572.7
		4.1			205			13.8181				561
		4.2			210			13.5428				549.8
		4.3			215			13.2787				539.1
		4.4			220			13.0272				528.9
		4.5			225			12.7878				519.2
		4.6			230			12.5614				510
		4.7			235			12.3448				501.2
		4.8			240			12.1399				492.9
		4.9			245			11.9422				484.9
		5			250			11.7526				477.2
		5.1			255			11.5719				469.8
		5.2			260			11.398				462.8
		5.3			265			11.2321				456
		5.4			270			11.0734				449.6
		5.5			275			10.9195				443.3
		5.6			280			10.7703				437.3
		5.7			285			10.6266				431.4
		5.8			290			10.4884				425.8
		5.9			295			10.3551				420.4
		6			300			10.2268				415.2
		6.1			305			10.1029				410.2
		6.2			310			9.9833				405.3
		6.3			315			9.8673				400.6
		6.4			320			9.7546				396
		6.5			325			9.6453				391.6
		6.6			330			9.5372				387.2
		6.7			335			9.4296				382.8
		6.8			340			9.3252				378.6
		6.9			345			9.2234				374.5
		7			350			9.1244				370.5
		7.1			355			9.0279				366.5
		7.2			360			8.9325				362.7
		7.3			365			8.8402				358.9
		7.4			370			8.7505				355.3
		7.5			375			8.6634				351.7
		7.6			380			8.5787				348.3
		7.7			385			8.4959				344.9
		7.8			390			8.4148				341.6
		7.9			395			8.3355				338.4
		8			400			8.2576				335.3
		8.1			405			8.1816				332.2
		8.2			410			8.1075				329.2
		8.3			415			8.0354				326.2
		8.4			420			7.9649				323.4
		8.5			425			7.8961				320.6
		8.6			430			7.829				317.9
		8.7			435			7.7636				315.2
		8.8			440			7.6995				312.6
		8.9			445			7.6371				310.1
		9			450			7.5759				307.6
		9.1			455			7.5159				305.1
		9.2			460			7.4568				302.7
		9.3			465			7.3985				300.4
		9.4			470			7.3411				298.1
		9.5			475			7.2846				295.8
		9.6			480			7.2289				293.5
		9.7			485			7.174				291.3
		9.8			490			7.12				289.1
		9.9			495			7.0666				286.9
		10			500			7.0139				284.8
		10.1			505			6.9618				282.7
		10.2			510			6.9103				280.6
		10.3			515			6.8593				278.5
		10.4			520			6.8089				276.4
		10.5			525			6.759				274.4
		10.6			530			6.7096				272.4
		10.7			535			6.6608				270.4
		10.8			540			6.6123				268.5
		10.9			545			6.5644				266.5
		11			550			6.5169				264.6
		11.1			555			6.4695				262.7
		11.2			560			6.4228				260.8
		11.3			565			6.3761				258.9
		11.4			570			6.3296				257
		11.5			575			6.2833				255.1
		11.6			580			6.2377				253.3
		11.7			585			6.1919				251.4
